procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390790528      0 308728    0    0     2     1    0    0  0  0 100  0  0
 0  0      0 390740160      0 354632    0    0 46244     0 3605 4135  0  0 100  0  0
 1  0      0 390745280      0 354692    0    0    48     0 6509 3540  0  1 99  0  0
 3  0      0 390682528      0 395628    0    0 41028     4 7287 5325  1  0 98  0  0
 3  0      0 390660896      0 412524    0    0 18852    76 5140 7148  3  0 97  0  0
 2  0      0 390594144      0 423924    0    0 13656    52 4079 5390  2  0 97  0  0
 0  0      0 390551104      0 427348    0    0  2724     4 1953 1710  1  0 99  0  0
13  0      0 390350912      0 436008    0    0  8388     0 10227 39698  3  1 96  0  0
22  0      0 390285248      0 436280    0    0   260     4 27512 111310  6  4 90  0  0
14  0      0 390266752      0 436608    0    0   292  1304 27466 116855  6  3 91  0  0
 8  0      0 390271232      0 436816    0    0   200     4 28277 130770  5  4 92  0  0
27  0      0 390273440      0 436860    0    0    36    44 28714 131050  5  3 92  0  0
27  0      0 390277344      0 436920    0    0    56     4 27908 130335  5  4 92  0  0
29  0      0 390280928      0 436932    0    0     4     4 27680 125202  5  3 92  0  0
27  0      0 390286592      0 436936    0    0     0     8 28614 130086  5  4 92  0  0
30  0      0 390292032      0 436944    0    0     0     0 27477 130957  5  4 92  0  0
37  0      0 390301152      0 437020    0    0     0     4 26683 127959  5  3 92  0  0
35  0      0 390304224      0 437024    0    0     0    40 27728 129601  5  4 92  0  0
36  0      0 390306656      0 437036    0    0     0     4 26452 129973  5  4 92  0  0
31  0      0 390310688      0 437040    0    0     0     8 26515 125752  4  3 92  0  0
 6  0      0 390315296      0 437148    0    0   100     0 26504 129274  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
35  0      0 390320224      0 437152    0    0     0     0 25939 125165  5  3 92  0  0
18  0      0 390324832      0 437160    0    0     0     4 26607 128130  5  3 92  0  0
26  0      0 390329344      0 437036    0    0     0    40 27349 125465  4  3 92  0  0
22  0      0 390331264      0 437044    0    0     0     4 27069 128079  5  3 92  0  0
25  0      0 390336640      0 437052    0    0     0     0 26718 124274  4  3 92  0  0
23  0      0 390341600      0 437128    0    0     0     4 25874 124209  5  3 92  0  0
34  0      0 390341152      0 437136    0    0     4     8 26497 127339  4  3 92  0  0
18  0      0 390342496      0 437140    0    0     0     4 25367 126010  4  3 92  0  0
15  0      0 390344832      0 437148    0    0     0    44 25382 123421  4  3 92  0  0
19  0      0 390348480      0 437152    0    0     0     4 27344 128005  5  3 92  0  0
 1  0      0 390347968      0 437160    0    0     0     0 29135 123347  4  3 92  0  0
14  0      0 390350592      0 437168    0    0     0    12 27448 124083  4  3 92  0  0
26  0      0 390348704      0 437172    0    0     0     0 27827 128769  5  4 92  0  0
14  0      0 390352896      0 437184    0    0     0   400 26758 124924  4  3 92  0  0
12  0      0 390346528      0 437156    0    0     0   368 28635 128247  5  4 92  0  0
19  0      0 390349984      0 437236    0    0     0     4 27031 125197  5  3 92  0  0
20  0      0 390353504      0 437240    0    0     0   296 27181 124215  4  3 92  0  0
26  0      0 390348384      0 437248    0    0     0     0 27228 127605  5  3 92  0  0
25  0      0 390359616      0 437252    0    0    60   300 27723 125759  4  3 92  0  0
17  0      0 390358144      0 437260    0    0     0     4 27389 127848  5  3 92  0  0
23  0      0 390363008      0 437268    0    0     0    44 26970 125932  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26  0      0 390359552      0 437276    0    0     0     4 26629 124403  4  3 92  0  0
26  0      0 390362368      0 437292    0    0     0     0 27657 127955  5  3 92  0  0
18  0      0 390362112      0 437296    0    0     0     8 26609 124742  4  3 92  0  0
25  0      0 390363648      0 437304    0    0     0     0 26798 126568  4  3 92  0  0
26  0      0 390365504      0 439476    0    0    20     8 27227 124991  4  4 92  0  0
17  0      0 390363520      0 439484    0    0     0    40 27370 128201  4  3 92  0  0
 1  0      0 390364224      0 439492    0    0     0     8 27465 126276  4  4 92  0  0
33  0      0 390370336      0 439496    0    0     0     0 27219 125434  4  4 92  0  0
26  0      0 390367808      0 439504    0    0     0     4 27079 125487  4  3 92  0  0
16  0      0 390366176      0 440012    0    0     0     0 27255 127272  4  3 92  0  0
16  0      0 390358528      0 440020    0    0     0     4 26435 125118  4  3 92  0  0
21  0      0 390359968      0 440024    0    0     0    40 26531 126992  5  3 92  0  0
 1  0      0 390356096      0 440032    0    0     0     4 26127 126151  4  3 92  0  0
33  0      0 390355744      0 440040    0    0     0     0 26674 127898  4  4 92  0  0
17  0      0 390352768      0 439956    0    0     0     8 27000 124803  4  3 92  0  0
24  0      0 390358688      0 439964    0    0     0     0 26783 125809  4  3 92  0  0
20  0      0 390361536      0 439968    0    0     0     4 26300 125969  4  3 92  0  0
21  0      0 390363168      0 439980    0    0     0    44 26806 127472  5  3 92  0  0
26  0      0 390361152      0 439984    0    0     0     4 26472 125623  4  3 92  0  0
 1  0      0 390356928      0 439992    0    0     0     8 27823 125564  4  3 92  0  0
36  0      0 390364704      0 439996    0    0     0     0 29041 124631  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0      0 390359232      0 440004    0    0     0     0 28974 124422  4  3 92  0  0
22  0      0 390363168      0 440012    0    0     0    48 29545 128943  5  3 92  0  0
11  0      0 390365024      0 440016    0    0     0   116 27495 124945  4  3 92  0  0
26  0      0 390359264      0 440092    0    0     0     4 27789 125283  4  3 92  0  0
