Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/28/2026 	_x86_64_	(64 CPU)

05:57:00 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:57:01 AM  1000    387325  279.00    6.00    0.00    0.00  285.00     2  java
05:57:02 AM  1000    387325  309.00    6.00    0.00    0.00  315.00     2  java
05:57:03 AM  1000    387325  308.00    6.00    0.00    0.00  314.00     2  java
05:57:04 AM  1000    387325  239.00    6.00    0.00    0.00  245.00     2  java
05:57:05 AM  1000    387325  265.00    4.00    0.00    0.00  269.00     2  java
05:57:06 AM  1000    387325  284.00    2.00    0.00    0.00  286.00     2  java
05:57:07 AM  1000    387325  294.00    3.00    0.00    0.00  297.00     2  java
05:57:08 AM  1000    387325   31.00    0.00    0.00    0.00   31.00     2  java
05:57:09 AM  1000    387325    0.00    0.00    0.00    0.00    0.00     2  java
05:57:10 AM  1000    387325    1.00    0.00    0.00    0.00    1.00     2  java
05:57:11 AM  1000    387325  185.00   12.00    0.00    0.00  197.00     2  java
05:57:12 AM  1000    387325  381.00   15.00    0.00    0.00  396.00     2  java
05:57:13 AM  1000    387325  379.00   14.00    0.00    0.00  393.00     2  java
05:57:14 AM  1000    387325  379.00   16.00    0.00    0.00  395.00     2  java
05:57:15 AM  1000    387325  373.00   23.00    0.00    0.00  396.00     2  java
05:57:16 AM  1000    387325  375.00   19.00    0.00    0.00  394.00     2  java
05:57:17 AM  1000    387325  355.00   39.00    0.00    0.00  394.00     2  java
05:57:18 AM  1000    387325  367.00   28.00    0.00    0.00  395.00     2  java
05:57:19 AM  1000    387325  352.00   42.00    0.00    0.00  394.00     2  java
05:57:20 AM  1000    387325  363.00   31.00    0.00    0.00  394.00     2  java
05:57:21 AM  1000    387325  344.00   49.00    0.00    0.00  393.00     2  java
05:57:22 AM  1000    387325  350.00   44.00    0.00    0.00  394.00     2  java
05:57:23 AM  1000    387325  358.00   35.00    0.00    0.00  393.00     2  java
05:57:24 AM  1000    387325  331.00   62.00    0.00    0.00  393.00     2  java
05:57:25 AM  1000    387325  356.00   37.00    0.00    0.00  393.00     2  java
05:57:26 AM  1000    387325  340.00   54.00    0.00    0.00  394.00     2  java
05:57:27 AM  1000    387325  351.00   43.00    0.00    0.00  394.00     2  java
05:57:28 AM  1000    387325  334.00   59.00    0.00    0.00  393.00     2  java
05:57:29 AM  1000    387325  355.00   38.00    0.00    0.00  393.00     2  java
