procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   2440 389065984      0 1020572    0    0     2     2    0    0  0  0 100  0  0
 3  0   2440 388978656      0 1077036    0    0 56740     0 9636 11398  5  0 94  0  0
 3  0   2440 388904544      0 1092364    0    0 15164   908 14932 12619  5  1 94  0  0
 5  0   2440 388849152      0 1097976    0    0  5640     0 8860 7926  5  0 94  0  0
 2  0   2440 388825376      0 1098852    0    0   756    12 13871 9069  4  1 95  0  0
 1  0   2440 388699424      0 1125132    0    0 28252   104 6556 7741  4  0 96  0  0
 2  0   2440 388578016      0 1148632    0    0 23336   324 5412 8465  2  0 97  0  0
 0  0   2440 388511008      0 1154956    0    0  7712   792 4142 5511  2  0 98  0  0
 7  0   2440 388502752      0 1156072    0    0  1232     0 1925 3855  1  0 99  0  0
 7  0   2440 388466496      0 1158680    0    0  2140   144 10213 25481  6  0 94  0  0
 7  0   2440 388446752      0 1161708    0    0  3040     4 8899 19630  7  0 93  0  0
11  0   2440 388415392      0 1162352    0    0   564    44 10240 27937  7  1 93  0  0
 8  0   2440 388372128      0 1162548    0    0    92     4 13401 43838  8  1 92  0  0
 8  0   2440 388334144      0 1163068    0    0   380     8 14176 55027  7  1 92  0  0
 8  0   2440 388323520      0 1163640    0    0   284    24 13727 51053  7  1 92  0  0
 6  0   2440 388310048      0 1163872    0    0    32    16 14001 58145  7  1 93  0  0
 8  0   2440 388291680      0 1164128    0    0    20     4 13980 59748  7  1 92  0  0
 7  0   2440 388258752      0 1164296    0    0     0    40 14393 55469  6  1 93  0  0
 7  0   2440 388182112      0 1165984    0    0   872    24 14324 57381  7  1 92  0  0
 7  0   2440 388180512      0 1166220    0    0     4   128 13432 60373  6  1 93  0  0
 9  0   2440 388176640      0 1166344    0    0   116    32 14820 71188  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   2440 388116448      0 1168920    0    0   572     8 15987 75792  7  1 92  0  0
 6  0   2440 388116096      0 1169228    0    0     0     4 15961 81072  6  1 93  0  0
 8  0   2440 388102752      0 1170004    0    0   288    48 17793 95261  6  1 92  0  0
 6  0   2440 388055264      0 1170816    0    0     0     4 18931 93652  7  1 92  0  0
 7  0   2440 388051872      0 1171320    0    0    96     0 18262 99016  6  1 92  0  0
 6  0   2440 388052096      0 1171752    0    0    32    20 19852 104601  6  1 92  0  0
 6  0   2440 388029632      0 1172480    0    0    92 26176 21209 109881  7  2 92  0  0
 9  0   2440 388001472      0 1172844    0    0   140    36 20399 103644  7  2 92  0  0
 6  0   2440 387998912      0 1174528    0    0    32   180 23908 136939  7  2 91  0  0
 7  0   2440 387993760      0 1174640    0    0   104    12 27170 171308  6  3 91  0  0
13  0   2440 387974112      0 1178500    0    0   428    32 28545 191751  7  3 90  0  0
 8  0   2440 387961120      0 1179064    0    0     0     0 27469 179542  7  3 90  0  0
 9  0   2440 387958752      0 1179940    0    0     8    20 27314 184957  7  3 91  0  0
 8  0   2440 387955936      0 1183652    0    0   128     4 29701 190028  7  3 90  0  0
 8  0   2440 387954880      0 1184464    0    0    64    48 30050 191635  7  3 90  0  0
 8  0   2440 387885088      0 1186860    0    0   608   240 30087 191991  7  3 90  0  0
 7  0   2440 387853344      0 1187736    0    0     0   500 28243 176178  7  3 90  0  0
 7  0   2440 387850816      0 1188552    0    0     4   348 29335 196116  7  3 90  0  0
 7  0   2440 387849632      0 1189428    0    0     0   620 29539 193767  7  3 91  0  0
 6  0   2440 387824096      0 1191140    0    0   616     4 29610 188909  7  3 90  0  0
 7  0   2440 387751072      0 1199676    0    0   568    12 28879 173831  8  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   2440 387749536      0 1201104    0    0     0     4 29845 191242  7  3 91  0  0
 9  0   2440 387717760      0 1203012    0    0   424   108 29395 195361  7  3 90  0  0
 8  0   2440 387714432      0 1204620    0    0    16    24 28379 176493  7  3 90  0  0
11  0   2440 387711040      0 1205508    0    0     0    16 30080 193855  7  3 90  0  0
10  0   2440 387624352      0 1207104    0    0    16     8 30062 192382  7  3 90  0  0
 7  0   2440 387615232      0 1208644    0    0     0     8 28742 198717  7  3 90  0  0
 8  0   2440 387589440      0 1210928    0    0     0     8 30705 196666  8  3 90  0  0
11  0   2440 387590176      0 1211804    0    0    16   160 29219 197739  6  3 91  0  0
 9  0   2440 387586976      0 1213424    0    0   220     0 29963 185940  7  3 90  0  0
 6  0   2440 387585728      0 1218460    0    0    60    12 30418 199787  7  3 90  0  0
 7  0   2440 387584128      0 1219404    0    0    68  3256 30940 198562  7  3 91  0  0
 7  0   2440 387582816      0 1220372    0    0   156     0 30851 196924  7  3 90  0  0
 9  0   2440 387580800      0 1212564    0    0     0    12 30880 196104  7  3 90  0  0
 5  0   2440 387579616      0 1214140    0    0    28     0 29436 197377  7  3 90  0  0
 8  0   2440 387579488      0 1214948    0    0     0    28 29534 197959  7  3 90  0  0
 8  0   2440 387575552      0 1217332    0    0    16     8 30214 197719  8  3 90  0  0
 8  0   2440 387573920      0 1218208    0    0     4 48380 30200 195923  7  3 90  0  0
 7  0   2440 387575488      0 1219800    0    0     0   140 29413 183778  7  3 90  0  0
 7  0   2440 387573984      0 1220504    0    0    20     4 29195 200586  7  3 90  0  0
11  0   2440 387573184      0 1227748    0    0     0    12 31861 194182  7  3 90  0  0
 5  0   2440 387572576      0 1228692    0    0    64    24 30864 195776  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0   2440 387571552      0 1229644    0    0    84  3380 29785 190696  7  3 91  0  0
10  0   2440 387565376      0 1231148    0    0     4     4 29430 185534  7  3 90  0  0
 6  0   2440 387564736      0 1232776    0    0     0     0 28524 196569  7  3 90  0  0
 8  0   2440 387565888      0 1233592    0    0     0   336 29346 188958  7  3 90  0  0
12  0   2440 387567264      0 1235340    0    0   128   836 30508 194359  7  3 90  0  0
 7  0   2440 387552832      0 1237552    0    0    96    20 27300 182940  8  3 90  0  0
 7  0   2440 387545920      0 1238436    0    0     0   160 29332 186976  7  3 91  0  0
 8  0   2440 387544704      0 1241008    0    0  1844    12 33521 193855  7  3 90  0  0
10  0   2440 387543296      0 1246064    0    0     0     4 30702 193848  7  3 90  0  0
 6  0   2440 387555776      0 1247996    0    0     0     4 30984 177686  7  4 90  0  0
 9  0   2440 387560896      0 1248312    0    0     0     0 31342 177437  6  3 90  0  0
 5  0   2440 387565184      0 1249820    0    0     0     8 31985 178182  7  3 90  0  0
10  0   2440 387572832      0 1251220    0    0    16   252 29506 173467  7  3 90  0  0
11  0   2440 387574528      0 1252844    0    0     0    12 31440 174763  8  4 89  0  0
 7  0   2440 387575200      0 1254304    0    0   128     0 30615 174907  6  3 90  0  0
 8  0   2440 387573760      0 1256732    0    0   104 37708 31757 179210  8  3 89  0  0
 7  0   2440 387572672      0 1258116    0    0     0   128 31089 177689  6  3 90  0  0
 9  0   2440 387557152      0 1260544    0    0  1116     8 32126 174999  7  3 90  0  0
11  0   2440 387556704      0 1267348    0    0   260    12 34297 175620  8  3 88  0  0
10  0   2440 387560160      0 1268232    0    0     0     4 32367 176826  8  4 88  0  0
11  0   2440 387483136      0 1270036    0    0   244     0 31582 172673  8  4 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0   2440 387340736      0 1262464    0    0     0    16 32860 178424  8  4 88  0  0
12  0   2440 387339776      0 1262776    0    0     0     0 30114 178768  6  4 90  0  0
10  0   2440 387363904      0 1263664    0    0     0     8 31755 176977  6  3 90  0  0
 8  0   2440 387363424      0 1264552    0    0     0     8 30683 177789  7  3 90  0  0
 6  0   2440 387360896      0 1266704    0    0     0 37040 31053 175850  7  4 89  0  0
 7  0   2440 387360128      0 1267588    0    0     0   140 28459 163941  7  3 90  0  0
 7  0   2440 387361344      0 1268464    0    0     0    16 30277 176403  7  3 90  0  0
 6  0   2440 387361024      0 1274580    0    0     0     0 32492 176837  7  3 89  0  0
 7  0   2440 387360128      0 1276188    0    0     0     8 33142 178926  7  4 90  0  0
 6  0   2440 387361632      0 1276996    0    0     0  3592 30249 179023  6  3 90  0  0
 7  0   2440 387360320      0 1279684    0    0     0     4 33530 179956  8  4 89  0  0
 7  0   2440 387363008      0 1281016    0    0    16     8 31074 177223  7  3 90  0  0
 4  0   2440 387363584      0 1281864    0    0    36   132 30759 179827  7  3 90  0  0
 8  0   2440 387366176      0 1282764    0    0     0   468 30115 172052  7  3 90  0  0
10  0   2440 387365504      0 1284396    0    0     0     0 32156 178525  7  4 89  0  0
 8  0   2440 387365056      0 1286404    0    0     4   912 29131 163865  7  3 90  0  0
 8  0   2440 387354048      0 1286424    0    0   100    32 27763 159092  7  3 90  0  0
 5  0   2440 387353984      0 1294920    0    0     0     8 32924 179993  8  4 89  0  0
 8  0   2440 387381120      0 1295232    0    0   128     4 31474 176627  6  3 90  0  0
 8  0   2440 387381344      0 1296600    0    0     0     8 30586 180900  7  4 90  0  0
 8  0   2440 387382976      0 1298000    0    0     0     0 32344 179442  7  4 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   2440 387389952      0 1299548    0    0     0    16 30544 177863  7  4 90  0  0
 5  0   2440 387389472      0 1300932    0    0     0    12 30770 178577  6  3 90  0  0
 6  0   2440 387389312      0 1301812    0    0    64     0 30844 176463  7  3 90  0  0
 4  0   2440 387388096      0 1302692    0    0     0     4 31481 178883  7  3 90  0  0
 6  0   2440 387388736      0 1303512    0    0     0   136 30705 179576  7  3 90  0  0
 8  0   2440 387387904      0 1305264    0    0     8     0 30985 180594  7  3 89  0  0
 8  0   2440 387388768      0 1309756    0    0     0    12 32101 179566  7  4 89  0  0
11  0   2440 387388384      0 1311372    0    0     0    12 30465 179866  7  3 90  0  0
 8  0   2440 387387680      0 1313044    0    0   120     0 31291 176427  7  4 89  0  0
 7  0   2440 387386528      0 1315212    0    0     0 46440 31665 178182  7  4 89  0  0
 6  0   2440 387386336      0 1316104    0    0     0     8 30906 177636  7  3 90  0  0
 5  0   2440 387386048      0 1317948    0    0   448     0 31286 180365  7  4 90  0  0
 5  0   2440 387434336      0 1318760    0    0     0    16 31560 181588  7  3 90  0  0
 7  0   2440 387442208      0 1319640    0    0     0     4 32181 197428  7  3 90  0  0
 9  0   2440 387420416      0 1321320    0    0    68  3412 31528 198483  7  3 90  0  0
11  0   2440 387417088      0 1321628    0    0     0    20 29324 187219  7  3 90  0  0
