procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  2   2492 388087680      0 2264428    0    0     2     2    0    0  0  0 100  0  0
 3  0   2492 387939104      0 2380744    0    0 116928   920 10437 9683  5  1 94  1  0
 1  0   2492 389114528      0 1037356    0    0 28296    44 12565 9370  5  1 94  0  0
 3  0   2492 389064960      0 1084884    0    0 44748     8 4366 3507  2  0 98  0  0
 1  0   2492 388998912      0 1058908    0    0 64576     4 10874 5970  2  1 97  0  0
 3  0   2492 388912256      0 1054196    0    0 43204    36 7374 7807  3  0 97  0  0
 2  0   2492 388887008      0 1073004    0    0 18448     4 4693 7856  2  0 97  0  0
 0  0   2492 388826272      0 1078484    0    0  5524   988 3958 4852  2  0 98  0  0
 9  0   2492 388813984      0 1079728    0    0  1228     4 2123 4354  1  0 99  0  0
 8  0   2492 388727456      0 1086360    0    0  6356    16 9116 15782  6  0 94  0  0
12  0   2492 388637632      0 1086772    0    0   240   576 10914 24985  7  1 92  0  0
10  0   2492 388525824      0 1087760    0    0   504    44 13057 41404  8  1 91  0  0
 9  0   2492 388519552      0 1090040    0    0  1036     4 20471 69852  9  1 89  0  0
11  0   2492 388508160      0 1091024    0    0   272     0 21278 74082  9  1 90  0  0
11  0   2492 388506624      0 1093416    0    0    48    12 23719 81748  9  1 90  0  0
14  0   2492 388496544      0 1096592    0    0    76     8 17904 83358  9  1 90  0  0
 9  0   2492 388478144      0 1099444    0    0   204 41044 18980 83022  9  1 90  0  0
11  0   2492 388480960      0 1103068    0    0     0    48 19004 92103  9  1 90  0  0
12  0   2492 388459840      0 1107616    0    0   496     4 23551 108610  9  2 89  0  0
11  0   2492 388253376      0 1112852    0    0   876     8 28031 115140 11  2 88  0  0
13  0   2492 388130624      0 1119808    0    0  1184   132 36591 133064 11  2 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0   2492 388045376      0 1128136    0    0   292     8 30539 139644 11  2 87  0  0
13  0   2492 387954784      0 1133184    0    0   124 32136 35908 159006 11  2 87  0  0
 9  0   2492 387892960      0 1134660    0    0   456    40 30739 152260 11  2 87  0  0
12  0   2492 387680256      0 1140852    0    0   504     4 37720 158362 11  2 87  0  0
15  0   2492 387633088      0 1143776    0    0   152 23604 42420 192920 11  3 86  0  0
 9  3  68796 387506624      0 1067696 3348 23024  3812 23200 81087 249595 10  4 85  0  0
 7  4 124092 387503872      0 1018476 17828 65616 22944 65780 68813 267822  9  4 85  1  0
13  2 202172 387514688      0 1020500 10080 96280 18188 96316 61621 262189  9  4 85  1  0
14  0 316348 387521472      0 1008380 8920 104532 12300 123456 98581 276345  9  5 85  1  0
 8  5 518076 387516352      0 1009184 39728 202992 45504 207880 101462 256479  8  5 85  2  0
10  3 613308 387511904      0 1009436 89008 143696 89260 143696 90383 281680  7  5 86  3  0
 7  3 748476 387520832      0 1009772 63352 170960 63688 170960 90252 281422  7  5 86  2  0
13  1 920764 387528352      0 1009336 49572 195840 50648 195840 91633 286644  7  5 86  2  0
 8  2 981948 387535744      0 1010816 83388 109632 84908 109632 87499 284648  7  5 85  2  0
 6  4 1109692 387537056      0 1011228 70788 173188 75660 173832 90736 283237  7  5 85  3  0
 7  3 1247932 387536864      0 1012372 52280 189568 53424 189568 91153 282909  7  5 86  3  0
11  5 1389756 387535744      0 1012776 47464 195716 48284 195716 99499 278207  7  5 85  2  0
 7  2 1489340 387542848      0 1011124 55064 164372 56576 164372 93916 266883  8  5 85  2  0
 9  3 1635516 387545184      0 1011952 50968 197340 52156 197340 95238 275753  7  5 86  3  0
 8  2 1748668 387547808      0 1007780 49604 163396 50048 163396 94387 299421  7  5 86  3  0
 7  3 1873852 387542400      0 1008640 47880 163332 48348 163396 88672 285413  6  5 86  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  3 2027196 387540096      0 1008468 42996 194764 43540 194764 91503 291731  7  5 86  3  0
11  2 662716 387686144      0 1006852 43416 96572 50604 97300 80704 290723  7  5 86  2  0
 8  3 661948 387572512      0 1007192 78400    0 78736     0 72301 285578  8  4 85  3  0
 8  1 658108 387419840      0 1007932 107084    0 107696     0 73424 290223  7  5 85  3  0
 8  1 634044 387354624      0 1007936 57976    0 57976     0 71993 297030  7  4 87  2  0
 8  0 609212 387321056      0 1008208 31508    0 31772     0 61417 277852  7  4 88  1  0
11  0 612796 387265952      0 1008220 3816 2776  3820  4100 58445 271747  7  4 89  0  0
 8  1 770492 387266112      0 1007464 4356 119680  4424 119708 71670 277648  7  5 89  0  0
13  3 916924 387264896      0 1012144 24104 147544 28772 147668 83892 284474  7  5 87  2  0
 8  0 1057212 387259936      0 1013220 9612 154740 10680 154740 75109 281767  7  4 88  1  0
 9  1 1191868 387251008      0 1013424 10264 155996 10456 155996 71942 271366  7  4 88  1  0
