Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/28/2026 	_x86_64_	(64 CPU)

02:01:34 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:01:35 AM  1000    232630  294.00    4.00    0.00    0.00  298.00     2  java
02:01:36 AM  1000    232630  299.00    9.00    0.00    0.00  308.00     2  java
02:01:37 AM  1000    232630  295.00    4.00    0.00    0.00  299.00     2  java
02:01:38 AM  1000    232630  236.00    6.00    0.00    0.00  242.00     2  java
02:01:39 AM  1000    232630  241.00    5.00    0.00    0.00  246.00     2  java
02:01:40 AM  1000    232630  270.00    4.00    0.00    0.00  274.00     2  java
02:01:41 AM  1000    232630   77.00    2.00    0.00    0.00   79.00     2  java
02:01:42 AM  1000    232630    1.00    0.00    0.00    0.00    1.00     2  java
02:01:43 AM  1000    232630    0.00    0.00    0.00    0.00    0.00     2  java
02:01:44 AM  1000    232630  218.00    6.00    0.00    0.00  224.00     2  java
02:01:45 AM  1000    232630  389.00    7.00    0.00    0.00  396.00     2  java
02:01:46 AM  1000    232630  386.00   10.00    0.00    0.00  396.00     2  java
02:01:47 AM  1000    232630  380.00   14.00    0.00    0.00  394.00     2  java
02:01:48 AM  1000    232630  372.00   20.00    0.00    0.00  392.00     2  java
02:01:49 AM  1000    232630  364.00   26.00    0.00    0.00  390.00     2  java
02:01:50 AM  1000    232630  365.00   25.00    0.00    0.00  390.00     2  java
02:01:51 AM  1000    232630  368.00   23.00    0.00    0.00  391.00     2  java
02:01:52 AM  1000    232630  363.00   27.00    0.00    0.00  390.00     2  java
02:01:53 AM  1000    232630  364.00   26.00    0.00    0.00  390.00     2  java
02:01:54 AM  1000    232630  366.00   25.00    0.00    0.00  391.00     2  java
02:01:55 AM  1000    232630  360.00   29.00    0.00    0.00  389.00     2  java
02:01:56 AM  1000    232630  363.00   26.00    0.00    0.00  389.00     2  java
02:01:57 AM  1000    232630  361.00   30.00    0.00    0.00  391.00     2  java
02:01:58 AM  1000    232630  354.00   34.00    0.00    0.00  388.00     2  java
02:01:59 AM  1000    232630  359.00   30.00    0.00    0.00  389.00     2  java
02:02:00 AM  1000    232630  357.00   32.00    0.00    0.00  389.00     2  java
02:02:01 AM  1000    232630  350.00   38.00    0.00    0.00  388.00     2  java
02:02:02 AM  1000    232630  348.00   38.00    0.00    0.00  386.00     2  java
02:02:03 AM  1000    232630  334.00   50.00    0.00    0.00  384.00     2  java
02:02:04 AM  1000    232630  329.00   51.00    0.00    0.00  380.00     2  java
02:02:05 AM  1000    232630  320.00   60.00    0.00    0.00  380.00     2  java
02:02:06 AM  1000    232630  293.00   81.00    0.00    0.00  374.00     2  java
02:02:07 AM  1000    232630  289.00   83.00    0.00    0.00  372.00     2  java
02:02:08 AM  1000    232630  291.00   81.00    0.00    0.00  372.00     2  java
02:02:09 AM  1000    232630  295.00   78.00    0.00    0.00  373.00     2  java
02:02:10 AM  1000    232630  296.00   77.00    0.00    0.00  373.00     2  java
02:02:11 AM  1000    232630  291.00   81.00    0.00    0.00  372.00     2  java
02:02:12 AM  1000    232630  292.00   79.00    0.00    0.00  371.00     2  java
