procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   1988 390221664      0 968008    0    0     2     2    0    0  0  0 100  0  0
 0  0   1988 390208480      0 1017028    0    0 49588   172 6844 7734  2  0 97  0  0
 0  0   1988 390201632      0 1019292    0    0   944 62560 8900 7637  0  1 99  0  0
 1  0   1988 390205568      0 1019368    0    0     0   124 3522 3243  0  0 100  0  0
 0  0   1988 390183072      0 1019392    0    0    28    16 9930 5476  0  1 99  0  0
 0  0   1988 390090880      0 1042068    0    0 25324    32 5049 6882  3  0 97  0  0
 2  0   1988 390011840      0 1064204    0    0 21648     4 5462 7743  2  0 97  0  0
 0  0   1988 389956672      0 1069396    0    0  5112  3148 3725 4393  2  0 98  0  0
 3  0   1988 389918816      0 1070584    0    0  1664     4 3403 8219  2  0 98  0  0
 9  0   1988 389823776      0 1076388    0    0  4968    12 8710 21721  6  1 93  0  0
12  0   1988 389706528      0 1077184    0    0   680     4 11913 27080  7  1 92  0  0
18  0   1988 389596800      0 1078264    0    0   556    48 10787 33755  7  1 92  0  0
17  0   1988 389566208      0 1079492    0    0   344     4 13557 44640  8  1 91  0  0
15  0   1988 389478144      0 1080972    0    0   112   136 14674 59692  7  2 91  0  0
15  0   1988 389390592      0 1082272    0    0   656     0 17743 74879  7  2 90  0  0
23  0   1988 389340608      0 1083972    0    0     8    20 17489 75791  7  2 91  0  0
28  0   1988 389236000      0 1087468    0    0   124     4 18852 77733  8  2 89  0  0
17  0   1988 389234176      0 1089548    0    0   128    40 16215 79468  7  2 91  0  0
21  0   1988 389229472      0 1092616    0    0    68    12 15879 81300  7  2 90  0  0
36  0   1988 389197152      0 1095836    0    0   200     0 15652 83637  7  2 90  0  0
29  0   1988 389196992      0 1104248    0    0     0    16 17225 89362  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28  0   1988 389189856      0 1106816    0    0   580     8 18731 88093  7  3 91  0  0
23  0   1988 389166240      0 1109052    0    0   116    12 18570 86701  7  3 90  0  0
19  0   1988 389023616      0 1114804    0    0   284   168 21676 93166  8  3 89  0  0
28  0   1988 388982272      0 1117908    0    0    96     4 19633 93666  7  3 90  0  0
30  0   1988 388959456      0 1121328    0    0    80     0 20317 96102  8  3 89  0  0
24  0   1988 388866496      0 1125892    0    0   200    12 19300 95923  7  3 90  0  0
24  0   1988 388859680      0 1128364    0    0     0     8 19857 100348  6  3 91  0  0
19  0   1988 388859712      0 1131148    0    0   132 50304 23085 99626  7  3 90  0  0
24  0   1988 388861728      0 1134868    0    0   136    44 20224 96122  8  3 89  0  0
20  0   1988 388853440      0 1145364    0    0    20   108 19997 92884  8  3 89  0  0
29  0   1988 388850848      0 1148848    0    0   512   356 24803 100988  7  3 90  0  0
23  0   1988 388850880      0 1152992    0    0   144    16 21114 96075  8  3 89  0  0
28  0   1988 388848448      0 1156512    0    0     0   136 20686 106131  7  3 90  0  0
30  0   1988 388850560      0 1159368    0    0     0     4 24983 107090  7  3 90  0  0
19  0   1988 388851584      0 1162060    0    0     0    48 21460 102327  7  3 90  0  0
