procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   1768 390014560      0 957684    0    0     2     1    0    0  0  0 100  0  0
 3  1   1768 389935840      0 1008140    0    0 51072 36236 9071 9110  5  0 94  1  0
 3  0   1768 389870112      0 1019032    0    0 11300 26276 12690 8498  5  1 94  0  0
 3  0   1768 389780576      0 1028500    0    0  8952   180 8905 6637  5  0 95  0  0
 4  0   1768 389701728      0 1034120    0    0  5752     8 13795 8410  4  1 95  0  0
 4  0   1768 389682400      0 1037552    0    0  3692    32 5096 4204  4  0 95  0  0
 4  0   1768 389634048      0 1048016    0    0 10652     4 6447 6268  5  0 95  0  0
 3  0   1768 389599968      0 1060800    0    0 14160  3192 7507 10581  4  0 95  0  0
 3  0   1768 389535712      0 1070520    0    0 12244     4 4669 6809  2  0 97  0  0
 0  0   1768 389519616      0 1073664    0    0  2188     4 2209 2664  1  0 99  0  0
16  6   1768 389452192      0 1075576    0    0  1816    12 4675 16663  4  0 96  0  0
19  0   1768 389433408      0 1078840    0    0   472    44 9070 23958  7  1 92  0  0
73  0   1768 389422848      0 1083544    0    0  4700     4 9944 57991  6  0 93  0  0
91  0   1768 389418560      0 1083764    0    0   272     0 9657 59258  6  1 93  0  0
102  0   1768 389403296      0 1083816    0    0    24     8 9644 78826  7  1 93  0  0
105  0   1768 389396128      0 1084068    0    0   244     8 9849 61314  7  1 93  0  0
104  0   1768 389382464      0 1084348    0    0   180     4 10816 275970  6  1 93  0  0
105  0   1768 389378912      0 1084356    0    0     4   640 10467 100418  6  1 93  0  0
104  0   1768 389356096      0 1084932    0    0   304     4 9191 95863  6  1 93  0  0
13  0   1768 389329792      0 1085644    0    0   352     8 12781 220853  6  1 93  0  0
104  0   1768 389323968      0 1085872    0    0   224     0 9241 49802  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
103  0   1768 389316736      0 1085944    0    0   108     8 10514 84684  7  1 93  0  0
104  0   1768 389247104      0 1086912    0    0   128     4 11695 97964  6  1 93  0  0
110  0   1768 389245920      0 1087380    0    0   316    40 10103 75558  6  1 93  0  0
68  0   1768 389244800      0 1087476    0    0     0     4 9935 211795  6  1 93  0  0
101  0   1768 389240064      0 1087580    0    0    32    12 10919 194999  6  1 93  0  0
87  0   1768 389213600      0 1088320    0    0   264     0 10041 97055  6  1 93  0  0
91  0   1768 389212608      0 1088660    0    0   196   132 9656 151451  6  1 93  0  0
104  0   1768 389155744      0 1089388    0    0    44  2576 13525 238986  6  1 93  0  0
103  0   1768 389128288      0 1089960    0    0   208    44 11663 305855  6  1 93  0  0
104  0   1768 389127872      0 1090132    0    0     0    12 16463 819891  5  2 93  0  0
104  0   1768 389127424      0 1076400    0    0   344     0 14425 409996  6  1 93  0  0
101  0   1768 389127424      0 1076564    0    0     8    16 15591 904659  5  2 93  0  0
102  0   1768 389127264      0 1077840    0    0    36  3272 17793 1025341  5  2 93  0  0
84  0   1768 389122496      0 1078268    0    0     0   380 10159 133233  6  1 93  0  0
101  0   1768 389120096      0 1078584    0    0   152    40 11258 72255  6  1 93  0  0
94  0   1768 389117824      0 1078740    0    0     4    12 9852 31551  6  1 93  0  0
106  0   1768 389085152      0 1079196    0    0   276   124 12466 254850  6  1 93  0  0
104  0   1768 389082944      0 1079356    0    0   108   352 10701 272099  6  1 93  0  0
55  0   1768 389080736      0 1080156    0    0   408    12 10809 85165  6  1 93  0  0
106  0   1768 389074016      0 1080972    0    0    84    12 10648 36011  6  1 93  0  0
105  0   1768 389072224      0 1081544    0    0     0     0 11622 109395  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
108  0   1768 389071712      0 1082332    0    0     4    12 10833 42616  6  1 93  0  0
105  0   1768 389068576      0 1084156    0    0    16   112 13134 228896  6  1 93  0  0
104  0   1768 389068448      0 1084384    0    0     8  6668 10489 60629  6  1 93  0  0
102  0   1768 389068224      0 1084496    0    0     0     8 15034 852201  5  2 93  0  0
90  0   1768 389067904      0 1085072    0    0     0   140 14567 857083  5  2 93  0  0
93  0   1768 389068032      0 1086032    0    0   720     0 12630 467424  6  1 93  0  0
98  0   1768 389066912      0 1086200    0    0     0    16 13533 1061933  5  2 93  0  0
79  0   1768 389063296      0 1086360    0    0     0     4 11954 497071  5  1 93  0  0
59  0   1768 389063424      0 1086520    0    0     0    12 11428 198775  6  1 93  0  0
69  0   1768 389003520      0 1087572    0    0   112     8 14441 173165  6  1 92  0  0
103  0   1768 389002080      0 1087732    0    0     0    16 11619 160372  6  1 93  0  0
104  0   1768 388947808      0 1089956    0    0   348     4 14474 782506  5  2 93  0  0
99  0   1768 388947232      0 1090524    0    0     0    12 14088 755339  5  2 93  0  0
106  0   1768 388947328      0 1090692    0    0     0  5108 22069 1089816  5  2 93  0  0
103  0   1768 388946880      0 1090916    0    0     0    16 20245 1281454  4  2 93  0  0
87  0   1768 388944448      0 1091164    0    0     0   132 13966 515128  5  2 93  0  0
43  0   1768 388943104      0 1091760    0    0     0    12 13858 599308  6  2 93  0  0
48  0   1768 388913984      0 1092448    0    0     0    16 11845 51942  6  1 92  0  0
19  0   1768 388910720      0 1093484    0    0    68     4 12242 51796  6  1 93  0  0
 8  0   1768 388910208      0 1093896    0    0     8  3448 12565 54600  6  1 93  0  0
30  0   1768 388897888      0 1094124    0    0     0     8 11691 88935  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0   1768 388871520      0 1096676    0    0    16   360 12113 53892  6  1 92  0  0
39  0   1768 388868192      0 1096916    0    0     0   536 11153 50407  6  1 93  0  0
40  0   1768 388868544      0 1097240    0    0   120     8 12494 150970  6  1 93  0  0
23  0   1768 388867104      0 1097528    0    0     0   332 11632 54944  6  1 93  0  0
71  0   1768 388866112      0 1097816    0    0     4  4600 11689 56335  6  1 93  0  0
13  0   1768 388857920      0 1099224    0    0  1152     8 11936 55011  6  1 93  0  0
41  0   1768 388856640      0 1099516    0    0     0    24 11655 54529  6  1 93  0  0
16  0   1768 388855712      0 1099804    0    0    64     4 13162 447049  6  2 93  0  0
63  0   1768 388844224      0 1100980    0    0     0     0 14360 56294  6  1 92  0  0
55  0   1768 388820160      0 1101720    0    0    64    12 12286 56700  6  1 92  0  0
23  0   1768 388801216      0 1104380    0    0     0  3236 12153 89620  6  1 93  0  0
13  0   1768 388811392      0 1104668    0    0     0    16 11689 57669  6  1 93  0  0
58  0   1768 388823296      0 1105704    0    0     0    16 13215 333697  6  2 92  0  0
 5  0   1768 388802496      0 1107032    0    0     0     4 12591 57234  6  1 92  0  0
