procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0   1768 390116544      0 952704    0    0     2     1    0    0  0  0 100  0  0
 0  0   1768 390057728      0 999260    0    0 45736     0 4385 6112  0  0 99  0  0
 0  0   1768 390031872      0 995852    0    0  1132   864 10506 8426  1  1 99  0  0
 1  0   1768 390023456      0 995856    0    0     0     0 3311 3074  0  0 100  0  0
 0  0   1768 390016672      0 995848    0    0     0    12 9373 5550  0  1 99  0  0
 2  0   1768 390081760      0 1004236    0    0 10152    32 5152 6988  3  0 97  0  0
 1  0   1768 390036416      0 1025612    0    0 21848     4 5014 7721  2  0 97  0  0
 0  0   1768 389968640      0 1030272    0    0  5656   940 3968 4902  2  0 98  0  0
 4  0   1768 389947552      0 1031616    0    0  1776     4 2841 6218  1  0 98  0  0
10  0   1768 389782592      0 1038504    0    0  6164    12 10621 20672  6  1 93  0  0
 7  0   1768 389663200      0 1038900    0    0   240     4 9207 23358  7  1 93  0  0
10  0   1768 389488224      0 1040160    0    0   496    48 10029 37872  7  1 92  0  0
 7  0   1768 389477248      0 1040396    0    0    24    36 14929 64846  8  1 91  0  0
 8  0   1768 389467456      0 1040456    0    0    52   436 14534 67702  7  1 92  0  0
 7  0   1768 389465792      0 1040808    0    0    48     0 14428 76395  6  1 92  0  0
 9  0   1768 389454432      0 1040792    0    0     0     8 14325 79710  6  1 92  0  0
 6  0   1768 389425088      0 1040804    0    0     0     4 13457 77602  6  2 92  0  0
 7  0   1768 389419136      0 1040808    0    0     0   164 14970 83896  6  2 92  0  0
 8  0   1768 389417312      0 1040820    0    0     0     4 17641 97171  6  2 92  0  0
10  0   1768 389414144      0 1041384    0    0   332     0 17558 99472  6  2 92  0  0
 8  0   1768 389414976      0 1041392    0    0     0     8 23744 121124  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0   1768 389408768      0 1041892    0    0   496     8 23775 130678  6  3 91  0  0
 9  0   1768 389402912      0 1045152    0    0   416 22772 29860 142579  6  3 91  0  0
 6  0   1768 389400672      0 1045940    0    0   804    40 38932 173682  6  3 91  0  0
 8  0   1768 389402080      0 1046080    0    0   100     4 42484 197319  6  3 91  0  0
 9  0   1768 389404960      0 1046084    0    0     0     0 56731 279818  6  4 90  0  0
10  0   1768 389407136      0 1046084    0    0     0     4 58666 289305  6  4 89  0  0
13  0   1768 389409088      0 1046084    0    0     4   604 63077 302424  6  4 89  0  0
 6  0   1768 389413312      0 1046084    0    0    44    52 63256 304595  6  5 89  0  0
 7  0   1768 389412736      0 1046116    0    0    16    44 61781 298591  6  5 89  0  0
