Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/24/2026 	_x86_64_	(64 CPU)

06:40:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:40:45 PM  1000   3081668  273.00    8.00    0.00    0.00  281.00     2  java
06:40:46 PM  1000   3081668  307.00    6.00    0.00    0.00  313.00     2  java
06:40:47 PM  1000   3081668  305.00    6.00    0.00    0.00  311.00     2  java
06:40:48 PM  1000   3081668  254.00    4.00    0.00    0.00  258.00     2  java
06:40:49 PM  1000   3081668  216.00    3.00    0.00    0.00  219.00     2  java
06:40:50 PM  1000   3081668  321.00    3.00    0.00    0.00  324.00     2  java
06:40:51 PM  1000   3081668  214.00    2.00    0.00    0.00  216.00     2  java
06:40:52 PM  1000   3081668    9.00    0.00    0.00    0.00    9.00     2  java
06:40:53 PM  1000   3081668    1.00    0.00    0.00    0.00    1.00     2  java
06:40:54 PM  1000   3081668    0.00    0.00    0.00    0.00    0.00     2  java
06:40:55 PM  1000   3081668  309.00   20.00    0.00    0.00  329.00     2  java
06:40:56 PM  1000   3081668  375.00   19.00    0.00    0.00  394.00     2  java
06:40:57 PM  1000   3081668  381.00   14.00    0.00    0.00  395.00     2  java
06:40:58 PM  1000   3081668  378.00   17.00    0.00    0.00  395.00     2  java
06:40:59 PM  1000   3081668  378.00   17.00    0.00    0.00  395.00     2  java
06:41:00 PM  1000   3081668  372.00   23.00    0.00    0.00  395.00     2  java
06:41:01 PM  1000   3081668  364.00   31.00    0.00    0.00  395.00     2  java
06:41:02 PM  1000   3081668  373.00   22.00    0.00    0.00  395.00     2  java
06:41:03 PM  1000   3081668  366.00   28.00    0.00    0.00  394.00     2  java
06:41:04 PM  1000   3081668  365.00   29.00    0.00    0.00  394.00     2  java
06:41:05 PM  1000   3081668  358.00   36.00    0.00    0.00  394.00     2  java
06:41:06 PM  1000   3081668  353.00   40.00    0.00    0.00  393.00     2  java
06:41:07 PM  1000   3081668  363.00   30.00    0.00    0.00  393.00     2  java
06:41:08 PM  1000   3081668  364.00   29.00    0.00    0.00  393.00     2  java
06:41:09 PM  1000   3081668  361.00   33.00    0.00    0.00  394.00     2  java
06:41:10 PM  1000   3081668  353.00   40.00    0.00    0.00  393.00     2  java
06:41:11 PM  1000   3081668  362.00   31.00    0.00    0.00  393.00     2  java
06:41:12 PM  1000   3081668  350.00   43.00    0.00    0.00  393.00     2  java
06:41:13 PM  1000   3081668  355.00   38.00    0.00    0.00  393.00     2  java
06:41:14 PM  1000   3081668  358.00   34.00    0.00    0.00  392.00     2  java
06:41:15 PM  1000   3081668  348.00   44.00    0.00    0.00  392.00     2  java
06:41:16 PM  1000   3081668  348.00   44.00    0.00    0.00  392.00     2  java
06:41:17 PM  1000   3081668  329.00   63.00    0.00    0.00  392.00     2  java
06:41:18 PM  1000   3081668  353.00   39.00    0.00    0.00  392.00     2  java
06:41:19 PM  1000   3081668  353.00   38.00    0.00    0.00  391.00     2  java
06:41:20 PM  1000   3081668  342.00   50.00    0.00    0.00  392.00     2  java
06:41:21 PM  1000   3081668  351.00   41.00    0.00    0.00  392.00     2  java
06:41:22 PM  1000   3081668  342.00   50.00    0.00    0.00  392.00     2  java
06:41:23 PM  1000   3081668  351.00   40.00    0.00    0.00  391.00     2  java
06:41:24 PM  1000   3081668  335.00   56.00    0.00    0.00  391.00     2  java
06:41:25 PM  1000   3081668  347.00   45.00    0.00    0.00  392.00     2  java
06:41:26 PM  1000   3081668  322.00   68.00    0.00    0.00  390.00     2  java
06:41:27 PM  1000   3081668  346.00   45.00    0.00    0.00  391.00     2  java
06:41:28 PM  1000   3081668  333.00   57.00    0.00    0.00  390.00     2  java
06:41:29 PM  1000   3081668  319.00   72.00    0.00    0.00  391.00     2  java
06:41:30 PM  1000   3081668  333.00   59.00    0.00    0.00  392.00     2  java
06:41:31 PM  1000   3081668  333.00   57.00    0.00    0.00  390.00     2  java
06:41:32 PM  1000   3081668  340.00   51.00    0.00    0.00  391.00     2  java
06:41:33 PM  1000   3081668  319.00   69.00    0.00    0.00  388.00     2  java
06:41:34 PM  1000   3081668  318.00   70.00    0.00    0.00  388.00     2  java
06:41:35 PM  1000   3081668  321.00   69.00    0.00    0.00  390.00     2  java
06:41:36 PM  1000   3081668  284.00  106.00    0.00    0.00  390.00     2  java
06:41:37 PM  1000   3081668  315.00   73.00    0.00    0.00  388.00     2  java
06:41:38 PM  1000   3081668  317.00   74.00    0.00    0.00  391.00     2  java
06:41:39 PM  1000   3081668  295.00   89.00    0.00    0.00  384.00     2  java
06:41:40 PM  1000   3081668  302.00   85.00    0.00    0.00  387.00     2  java
06:41:41 PM  1000   3081668  302.00   89.00    0.00    0.00  391.00     2  java
06:41:42 PM  1000   3081668  285.00  101.00    0.00    0.00  386.00     2  java
06:41:43 PM  1000   3081668  305.00   82.00    0.00    0.00  387.00     2  java
06:41:44 PM  1000   3081668  296.00   92.00    0.00    0.00  388.00     2  java
06:41:45 PM  1000   3081668  292.00   95.00    0.00    0.00  387.00     2  java
06:41:46 PM  1000   3081668  321.00   66.00    0.00    0.00  387.00     2  java
06:41:47 PM  1000   3081668  299.00   88.00    0.00    0.00  387.00     2  java
06:41:48 PM  1000   3081668  311.00   76.00    0.00    0.00  387.00     2  java
06:41:49 PM  1000   3081668  312.00   76.00    0.00    0.00  388.00     2  java
06:41:50 PM  1000   3081668  303.00   86.00    0.00    0.00  389.00     2  java
06:41:51 PM  1000   3081668  304.00   85.00    0.00    0.00  389.00     2  java
06:41:52 PM  1000   3081668  308.00   80.00    0.00    0.00  388.00     2  java
06:41:53 PM  1000   3081668  300.00   90.00    0.00    0.00  390.00     2  java
06:41:54 PM  1000   3081668  294.00   94.00    0.00    0.00  388.00     2  java
06:41:55 PM  1000   3081668  307.00   79.00    0.00    0.00  386.00     2  java
06:41:56 PM  1000   3081668  300.00   89.00    0.00    0.00  389.00     2  java
06:41:57 PM  1000   3081668  301.00   88.00    0.00    0.00  389.00     2  java
06:41:58 PM  1000   3081668  301.00   87.00    0.00    0.00  388.00     2  java
06:41:59 PM  1000   3081668  307.00   81.00    0.00    0.00  388.00     2  java
06:42:00 PM  1000   3081668  305.00   83.00    0.00    0.00  388.00     2  java
06:42:01 PM  1000   3081668  298.00   92.00    0.00    0.00  390.00     2  java
06:42:02 PM  1000   3081668  310.00   78.00    0.00    0.00  388.00     2  java
06:42:03 PM  1000   3081668  282.00  107.00    0.00    0.00  389.00     2  java
06:42:04 PM  1000   3081668  301.00   87.00    0.00    0.00  388.00     2  java
06:42:05 PM  1000   3081668  296.00   93.00    0.00    0.00  389.00     2  java
06:42:06 PM  1000   3081668  315.00   73.00    0.00    0.00  388.00     2  java
06:42:07 PM  1000   3081668  306.00   82.00    0.00    0.00  388.00     2  java
06:42:08 PM  1000   3081668  306.00   81.00    0.00    0.00  387.00     2  java
06:42:09 PM  1000   3081668  312.00   76.00    0.00    0.00  388.00     2  java
