Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/24/2026 	_x86_64_	(64 CPU)

04:34:12 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:34:13 PM  1000   2996152  278.00    4.00    0.00    0.00  282.00     2  java
04:34:14 PM  1000   2996152  302.00    7.00    0.00    0.00  309.00     2  java
04:34:15 PM  1000   2996152  295.00    5.00    0.00    0.00  300.00     2  java
04:34:16 PM  1000   2996152  251.00    6.00    0.00    0.00  257.00     2  java
04:34:17 PM  1000   2996152  255.00    3.00    0.00    0.00  258.00     2  java
04:34:18 PM  1000   2996152  284.00    2.00    0.00    0.00  286.00     2  java
04:34:19 PM  1000   2996152   32.00    1.00    0.00    0.00   33.00     2  java
04:34:20 PM  1000   2996152    1.00    0.00    0.00    0.00    1.00     2  java
04:34:21 PM  1000   2996152    0.00    0.00    0.00    0.00    0.00     2  java
04:34:22 PM  1000   2996152  224.00    5.00    0.00    0.00  229.00     2  java
04:34:23 PM  1000   2996152  388.00    7.00    0.00    0.00  395.00     2  java
04:34:24 PM  1000   2996152  386.00   10.00    0.00    0.00  396.00     2  java
04:34:25 PM  1000   2996152  382.00   12.00    0.00    0.00  394.00     2  java
04:34:26 PM  1000   2996152  378.00   15.00    0.00    0.00  393.00     2  java
04:34:27 PM  1000   2996152  369.00   21.00    0.00    0.00  390.00     2  java
04:34:28 PM  1000   2996152  371.00   19.00    0.00    0.00  390.00     2  java
04:34:29 PM  1000   2996152  368.00   22.00    0.00    0.00  390.00     2  java
04:34:30 PM  1000   2996152  368.00   23.00    0.00    0.00  391.00     2  java
04:34:31 PM  1000   2996152  367.00   24.00    0.00    0.00  391.00     2  java
04:34:32 PM  1000   2996152  369.00   22.00    0.00    0.00  391.00     2  java
04:34:33 PM  1000   2996152  366.00   24.00    0.00    0.00  390.00     2  java
04:34:34 PM  1000   2996152  360.00   29.00    0.00    0.00  389.00     2  java
04:34:35 PM  1000   2996152  357.00   31.00    0.00    0.00  388.00     2  java
04:34:36 PM  1000   2996152  358.00   31.00    0.00    0.00  389.00     2  java
04:34:37 PM  1000   2996152  352.00   35.00    0.00    0.00  387.00     2  java
04:34:38 PM  1000   2996152  353.00   36.00    0.00    0.00  389.00     2  java
04:34:39 PM  1000   2996152  360.00   28.00    0.00    0.00  388.00     2  java
04:34:40 PM  1000   2996152  351.00   36.00    0.00    0.00  387.00     2  java
04:34:41 PM  1000   2996152  350.00   38.00    0.00    0.00  388.00     2  java
04:34:42 PM  1000   2996152  346.00   41.00    0.00    0.00  387.00     2  java
04:34:43 PM  1000   2996152  343.00   42.00    0.00    0.00  385.00     2  java
04:34:44 PM  1000   2996152  327.00   56.00    0.00    0.00  383.00     2  java
04:34:45 PM  1000   2996152  298.00   77.00    0.00    0.00  375.00     2  java
04:34:46 PM  1000   2996152  303.00   74.00    0.00    0.00  377.00     2  java
04:34:47 PM  1000   2996152  309.00   69.00    0.00    0.00  378.00     2  java
04:34:48 PM  1000   2996152  302.00   75.00    0.00    0.00  377.00     2  java
04:34:49 PM  1000   2996152  302.00   74.00    0.00    0.00  376.00     2  java
04:34:50 PM  1000   2996152  300.00   76.00    0.00    0.00  376.00     2  java
04:34:51 PM  1000   2996152  300.00   77.00    0.00    0.00  377.00     2  java
04:34:52 PM  1000   2996152  297.00   79.00    0.00    0.00  376.00     2  java
04:34:53 PM  1000   2996152  298.00   78.00    0.00    0.00  376.00     2  java
04:34:54 PM  1000   2996152  300.00   75.00    0.00    0.00  375.00     2  java
04:34:55 PM  1000   2996152  301.00   76.00    0.00    0.00  377.00     2  java
04:34:56 PM  1000   2996152  298.00   78.00    0.00    0.00  376.00     2  java
04:34:57 PM  1000   2996152  295.00   80.00    0.00    0.00  375.00     2  java
04:34:58 PM  1000   2996152  297.00   78.00    0.00    0.00  375.00     2  java
04:34:59 PM  1000   2996152  289.00   83.00    0.00    0.00  372.00     2  java
04:35:00 PM  1000   2996152  291.00   82.00    0.00    0.00  373.00     2  java
04:35:01 PM  1000   2996152  291.00   81.00    0.00    0.00  372.00     2  java
04:35:02 PM  1000   2996152  291.00   82.00    0.00    0.00  373.00     2  java
04:35:03 PM  1000   2996152  286.00   85.00    0.00    0.00  371.00     2  java
04:35:04 PM  1000   2996152  289.00   84.00    0.00    0.00  373.00     2  java
04:35:05 PM  1000   2996152  300.00   77.00    0.00    0.00  377.00     2  java
04:35:06 PM  1000   2996152  298.00   78.00    0.00    0.00  376.00     2  java
04:35:07 PM  1000   2996152  301.00   74.00    0.00    0.00  375.00     2  java
04:35:08 PM  1000   2996152  300.00   77.00    0.00    0.00  377.00     2  java
04:35:09 PM  1000   2996152  298.00   78.00    0.00    0.00  376.00     2  java
