Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/02/2026 	_x86_64_	(64 CPU)

06:27:30 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:27:31 PM  1000    536834  202.97    6.93    0.00    0.00  209.90     0  java
06:27:32 PM  1000    536834   19.00    0.00    0.00    0.00   19.00     0  java
06:27:33 PM  1000    536834    0.00    0.00    0.00    0.00    0.00     0  java
06:27:34 PM  1000    536834    0.00    0.00    0.00    0.00    0.00     0  java
06:27:35 PM  1000    536834    0.00    0.00    0.00    0.00    0.00     0  java
06:27:36 PM  1000    536834    0.00    0.00    0.00    0.00    0.00     0  java
06:27:37 PM  1000    536834    0.00    0.00    0.00    0.00    0.00     0  java
06:27:38 PM  1000    536834   17.00    1.00    0.00    0.00   18.00     0  java
06:27:39 PM  1000    536834  324.00   35.00    0.00    0.00  359.00     0  java
06:27:40 PM  1000    536834  371.00   23.00    0.00    0.00  394.00     0  java
06:27:41 PM  1000    536834  364.00   30.00    0.00    0.00  394.00     0  java
06:27:42 PM  1000    536834  358.00   35.00    0.00    0.00  393.00     0  java
06:27:43 PM  1000    536834  351.00   41.00    0.00    0.00  392.00     0  java
06:27:44 PM  1000    536834  339.00   50.00    0.00    0.00  389.00     0  java
06:27:45 PM  1000    536834  317.00   72.00    0.00    0.00  389.00     0  java
06:27:46 PM  1000    536834  317.00   70.00    0.00    0.00  387.00     0  java
06:27:47 PM  1000    536834  322.00   67.00    0.00    0.00  389.00     0  java
06:27:48 PM  1000    536834  325.00   63.00    0.00    0.00  388.00     0  java
06:27:49 PM  1000    536834  325.00   62.00    0.00    0.00  387.00     0  java
06:27:50 PM  1000    536834  321.00   66.00    0.00    0.00  387.00     0  java
06:27:51 PM  1000    536834  320.00   69.00    0.00    0.00  389.00     0  java
06:27:52 PM  1000    536834  321.00   65.00    0.00    0.00  386.00     0  java
06:27:53 PM  1000    536834  320.00   69.00    0.00    0.00  389.00     0  java
06:27:54 PM  1000    536834  318.00   69.00    0.00    0.00  387.00     0  java
06:27:55 PM  1000    536834  316.00   71.00    0.00    0.00  387.00     0  java
06:27:56 PM  1000    536834  313.00   72.00    0.00    0.00  385.00     0  java
06:27:57 PM  1000    536834  310.00   78.00    0.00    0.00  388.00     0  java
06:27:58 PM  1000    536834  317.00   68.00    0.00    0.00  385.00     0  java
06:27:59 PM  1000    536834  310.00   75.00    0.00    0.00  385.00     0  java
