Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/02/2026 	_x86_64_	(64 CPU)

07:32:16 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:32:17 PM 100998    584842    0.00    0.00    0.00    0.00    0.00     6  postgres
07:32:17 PM 100998    584843    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    584845    0.00    0.00    0.00    0.00    0.00     6  postgres
07:32:17 PM 100998    584846    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585785    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585794    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585796    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585797    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585799    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585800    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585801    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585802    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585803    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585804    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585805    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585807    0.00    0.00    0.00    0.00    0.00     6  postgres
07:32:17 PM 100998    585808    0.00    0.00    0.00    0.00    0.00     6  postgres
07:32:17 PM 100998    585811    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585813    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585815    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585817    0.00    0.00    0.00    0.00    0.00     6  postgres
07:32:17 PM 100998    585832    0.00    0.00    0.00    0.00    0.00     5  postgres
07:32:17 PM 100998    585854    0.00    0.00    0.00    0.00    0.00     5  postgres
