Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/02/2026 	_x86_64_	(64 CPU)

07:28:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:07 PM 100998    582521    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    582522    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:07 PM 100998    582524    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    582525    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:07 PM 100998    583561    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:07 PM 100998    583572    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583574    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583575    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583577    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583578    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583579    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583580    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583581    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583582    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583583    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583585    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583586    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583589    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:07 PM 100998    583591    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:07 PM 100998    583593    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583595    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:07 PM 100998    583604    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583629    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:07 PM 100998    583642    0.00    0.00    0.00    0.00    0.00     5  postgres

07:28:07 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:08 PM 100998    582521    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    582522    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:08 PM 100998    582524    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    582525    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:08 PM 100998    583561    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:08 PM 100998    583572    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583574    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583575    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583577    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583578    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583579    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583580    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583581    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583582    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583583    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583585    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583586    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583589    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:08 PM 100998    583591    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:08 PM 100998    583593    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583595    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:08 PM 100998    583604    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583629    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:08 PM 100998    583642    0.00    0.00    0.00    0.00    0.00     5  postgres

07:28:08 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:09 PM 100998    582521    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    582522    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:09 PM 100998    582524    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    582525    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:09 PM 100998    583561    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:09 PM 100998    583572    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583574    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583575    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583577    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583578    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583579    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583580    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583581    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583582    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583583    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583585    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583586    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583589    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:09 PM 100998    583591    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:09 PM 100998    583593    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583595    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:09 PM 100998    583604    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583629    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:09 PM 100998    583642    0.00    0.00    0.00    0.00    0.00     5  postgres

07:28:09 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:10 PM 100998    582521    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    582522    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:10 PM 100998    582524    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    582525    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:10 PM 100998    583561    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:10 PM 100998    583572    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583574    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583575    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583577    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583578    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583579    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583580    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583581    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583582    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583583    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583585    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583586    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583589    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:10 PM 100998    583591    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:10 PM 100998    583593    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583595    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:10 PM 100998    583604    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583629    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:10 PM 100998    583642    0.00    0.00    0.00    0.00    0.00     5  postgres

07:28:10 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:11 PM 100998    582521    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    582522    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:11 PM 100998    582524    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    582525    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:11 PM 100998    583561    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:11 PM 100998    583572    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583574    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583575    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583577    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583578    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583579    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583580    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583581    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583582    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583583    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583585    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583586    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583589    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:11 PM 100998    583591    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:11 PM 100998    583593    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583595    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:11 PM 100998    583604    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583629    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:11 PM 100998    583642    0.00    0.00    0.00    0.00    0.00     5  postgres

07:28:11 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:12 PM 100998    582521    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:12 PM 100998    582522    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:12 PM 100998    582524    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:12 PM 100998    582525    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:12 PM 100998    583561    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:12 PM 100998    583572    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:12 PM 100998    583574    0.00    0.00    0.00    0.00    0.00     4  postgres
07:28:12 PM 100998    583575    0.00    0.00    0.00    0.00    0.00     5  postgres
07:28:12 PM 100998    583577    0.00    0.00    0.00    0.00    0.00     6  postgres
07:28:12 PM 100998    583578    0.00    0.00    0.00    0.00    0.00     6  postgres
