Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/02/2026 	_x86_64_	(64 CPU)

07:28:02 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:28:03 PM  1000    582691  284.00    6.00    0.00    0.00  290.00     1  java
07:28:04 PM  1000    582691  291.00   10.00    0.00    0.00  301.00     1  java
07:28:05 PM  1000    582691  286.00    6.00    0.00    0.00  292.00     1  java
07:28:06 PM  1000    582691  213.00    6.00    0.00    0.00  219.00     1  java
07:28:07 PM  1000    582691  211.00    2.00    0.00    0.00  213.00     1  java
07:28:08 PM  1000    582691    0.00    0.00    0.00    0.00    0.00     1  java
07:28:09 PM  1000    582691    0.00    0.00    0.00    0.00    0.00     1  java
07:28:10 PM  1000    582691    0.00    0.00    0.00    0.00    0.00     1  java
07:28:11 PM  1000    582691  257.00   16.00    0.00    0.00  273.00     1  java
07:28:12 PM  1000    582691  372.00   23.00    0.00    0.00  395.00     1  java
07:28:13 PM  1000    582691  373.00   20.00    0.00    0.00  393.00     1  java
07:28:14 PM  1000    582691  376.00   17.00    0.00    0.00  393.00     1  java
07:28:15 PM  1000    582691  373.00   20.00    0.00    0.00  393.00     1  java
07:28:16 PM  1000    582691  368.00   25.00    0.00    0.00  393.00     1  java
07:28:17 PM  1000    582691  368.00   23.00    0.00    0.00  391.00     1  java
07:28:18 PM  1000    582691  361.00   32.00    0.00    0.00  393.00     1  java
07:28:19 PM  1000    582691  361.00   31.00    0.00    0.00  392.00     1  java
07:28:20 PM  1000    582691  359.00   32.00    0.00    0.00  391.00     1  java
07:28:21 PM  1000    582691  355.00   36.00    0.00    0.00  391.00     1  java
07:28:22 PM  1000    582691  353.00   38.00    0.00    0.00  391.00     1  java
07:28:23 PM  1000    582691  349.00   42.00    0.00    0.00  391.00     1  java
07:28:24 PM  1000    582691  354.00   36.00    0.00    0.00  390.00     1  java
07:28:25 PM  1000    582691  345.00   43.00    0.00    0.00  388.00     1  java
07:28:26 PM  1000    582691  345.00   44.00    0.00    0.00  389.00     1  java
07:28:27 PM  1000    582691  344.00   46.00    0.00    0.00  390.00     1  java
07:28:28 PM  1000    582691  342.00   47.00    0.00    0.00  389.00     1  java
07:28:29 PM  1000    582691  344.00   45.00    0.00    0.00  389.00     1  java
07:28:30 PM  1000    582691  345.00   44.00    0.00    0.00  389.00     1  java
07:28:31 PM  1000    582691  339.00   50.00    0.00    0.00  389.00     1  java
07:28:32 PM  1000    582691  337.00   50.00    0.00    0.00  387.00     1  java
07:28:33 PM  1000    582691  332.00   57.00    0.00    0.00  389.00     1  java
07:28:34 PM  1000    582691  332.00   55.00    0.00    0.00  387.00     1  java
07:28:35 PM  1000    582691  329.00   58.00    0.00    0.00  387.00     1  java
07:28:36 PM  1000    582691  325.00   61.00    0.00    0.00  386.00     1  java
07:28:37 PM  1000    582691  330.00   56.00    0.00    0.00  386.00     1  java
07:28:38 PM  1000    582691  327.00   59.00    0.00    0.00  386.00     1  java
07:28:39 PM  1000    582691  319.00   67.00    0.00    0.00  386.00     1  java
07:28:40 PM  1000    582691  319.00   66.00    0.00    0.00  385.00     1  java
07:28:41 PM  1000    582691  318.00   67.00    0.00    0.00  385.00     1  java
07:28:42 PM  1000    582691  315.00   68.00    0.00    0.00  383.00     1  java
07:28:43 PM  1000    582691  314.00   69.00    0.00    0.00  383.00     1  java
07:28:44 PM  1000    582691  300.00   83.00    0.00    0.00  383.00     1  java
07:28:45 PM  1000    582691  304.00   77.00    0.00    0.00  381.00     1  java
