Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/02/2026 	_x86_64_	(64 CPU)

06:47:02 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:47:03 PM  1000    551562  226.00    6.00    0.00    0.00  232.00     0  java
06:47:04 PM  1000    551562   28.00    2.00    0.00    0.00   30.00     0  java
06:47:05 PM  1000    551562    0.00    0.00    0.00    0.00    0.00     0  java
06:47:06 PM  1000    551562    0.00    0.00    0.00    0.00    0.00     0  java
06:47:07 PM  1000    551562    0.00    0.00    0.00    0.00    0.00     0  java
06:47:08 PM  1000    551562    0.00    0.00    0.00    0.00    0.00     0  java
06:47:09 PM  1000    551562    0.00    0.00    0.00    0.00    0.00     0  java
06:47:10 PM  1000    551562   38.00    3.00    0.00    0.00   41.00     0  java
06:47:11 PM  1000    551562  359.00   10.00    0.00    0.00  369.00     0  java
06:47:12 PM  1000    551562  374.00   20.00    0.00    0.00  394.00     0  java
06:47:13 PM  1000    551562  358.00   33.00    0.00    0.00  391.00     0  java
06:47:14 PM  1000    551562  353.00   35.00    0.00    0.00  388.00     0  java
06:47:15 PM  1000    551562  349.00   38.00    0.00    0.00  387.00     0  java
06:47:16 PM  1000    551562  346.00   39.00    0.00    0.00  385.00     0  java
06:47:17 PM  1000    551562  347.00   39.00    0.00    0.00  386.00     0  java
06:47:18 PM  1000    551562  345.00   39.00    0.00    0.00  384.00     0  java
06:47:19 PM  1000    551562  330.00   50.00    0.00    0.00  380.00     0  java
06:47:20 PM  1000    551562  316.00   63.00    0.00    0.00  379.00     0  java
06:47:21 PM  1000    551562  301.00   74.00    0.00    0.00  375.00     0  java
06:47:22 PM  1000    551562  282.00   87.00    0.00    0.00  369.00     0  java
06:47:23 PM  1000    551562  244.00  113.00    0.00    0.00  357.00     0  java
06:47:24 PM  1000    551562  240.00  117.00    0.00    0.00  357.00     0  java
06:47:25 PM  1000    551562  246.00  115.00    0.00    0.00  361.00     0  java
06:47:26 PM  1000    551562  238.00  123.00    0.00    0.00  361.00     0  java
06:47:27 PM  1000    551562  239.00  123.00    0.00    0.00  362.00     0  java
06:47:28 PM  1000    551562  241.00  119.00    0.00    0.00  360.00     0  java
06:47:29 PM  1000    551562  242.00  118.00    0.00    0.00  360.00     0  java
06:47:30 PM  1000    551562  242.00  119.00    0.00    0.00  361.00     0  java
06:47:31 PM  1000    551562  240.00  119.00    0.00    0.00  359.00     0  java
06:47:32 PM  1000    551562  241.00  119.00    0.00    0.00  360.00     0  java
06:47:33 PM  1000    551562  243.00  117.00    0.00    0.00  360.00     0  java
06:47:34 PM  1000    551562  248.00  115.00    0.00    0.00  363.00     0  java
06:47:35 PM  1000    551562  235.00  122.00    0.00    0.00  357.00     0  java
06:47:36 PM  1000    551562  244.00  116.00    0.00    0.00  360.00     0  java
06:47:37 PM  1000    551562  245.00  115.00    0.00    0.00  360.00     0  java
06:47:38 PM  1000    551562  246.00  116.00    0.00    0.00  362.00     0  java
06:47:39 PM  1000    551562  237.00  123.00    0.00    0.00  360.00     0  java
06:47:40 PM  1000    551562  237.00  124.00    0.00    0.00  361.00     0  java
06:47:41 PM  1000    551562  244.00  117.00    0.00    0.00  361.00     0  java
06:47:42 PM  1000    551562  241.00  121.00    0.00    0.00  362.00     0  java
06:47:43 PM  1000    551562  238.00  122.00    0.00    0.00  360.00     0  java
06:47:44 PM  1000    551562  242.00  120.00    0.00    0.00  362.00     0  java
06:47:45 PM  1000    551562  243.00  116.00    0.00    0.00  359.00     0  java
06:47:46 PM  1000    551562  241.00  120.00    0.00    0.00  361.00     0  java
06:47:47 PM  1000    551562  240.00  119.00    0.00    0.00  359.00     0  java
06:47:48 PM  1000    551562  239.00  122.00    0.00    0.00  361.00     0  java
06:47:49 PM  1000    551562  246.00  115.00    0.00    0.00  361.00     0  java
06:47:50 PM  1000    551562  240.00  121.00    0.00    0.00  361.00     0  java
06:47:51 PM  1000    551562  241.00  119.00    0.00    0.00  360.00     0  java
06:47:52 PM  1000    551562  238.00  122.00    0.00    0.00  360.00     0  java
06:47:53 PM  1000    551562  239.00  119.00    0.00    0.00  358.00     0  java
06:47:54 PM  1000    551562  241.00  121.00    0.00    0.00  362.00     0  java
06:47:55 PM  1000    551562  247.00  115.00    0.00    0.00  362.00     0  java
06:47:56 PM  1000    551562  242.00  119.00    0.00    0.00  361.00     0  java
06:47:57 PM  1000    551562  241.00  120.00    0.00    0.00  361.00     0  java
06:47:58 PM  1000    551562  242.00  120.00    0.00    0.00  362.00     0  java
06:47:59 PM  1000    551562  236.00  124.00    0.00    0.00  360.00     0  java
06:48:00 PM  1000    551562  245.00  115.00    0.00    0.00  360.00     0  java
06:48:01 PM  1000    551562  240.00  122.00    0.00    0.00  362.00     0  java
06:48:02 PM  1000    551562  242.00  118.00    0.00    0.00  360.00     0  java
06:48:03 PM  1000    551562  249.00  113.00    0.00    0.00  362.00     0  java
06:48:04 PM  1000    551562  241.00  119.00    0.00    0.00  360.00     0  java
06:48:05 PM  1000    551562  246.00  115.00    0.00    0.00  361.00     0  java
06:48:06 PM  1000    551562  242.00  120.00    0.00    0.00  362.00     0  java
06:48:07 PM  1000    551562  241.00  118.00    0.00    0.00  359.00     0  java
06:48:08 PM  1000    551562  240.00  120.00    0.00    0.00  360.00     0  java
06:48:09 PM  1000    551562  238.00  122.00    0.00    0.00  360.00     0  java
06:48:10 PM  1000    551562  234.00  123.00    0.00    0.00  357.00     0  java
06:48:11 PM  1000    551562  242.00  118.00    0.00    0.00  360.00     0  java
06:48:12 PM  1000    551562  239.00  123.00    0.00    0.00  362.00     0  java
06:48:13 PM  1000    551562  243.00  118.00    0.00    0.00  361.00     0  java
06:48:14 PM  1000    551562  242.00  118.00    0.00    0.00  360.00     0  java
06:48:15 PM  1000    551562  242.00  118.00    0.00    0.00  360.00     0  java
06:48:16 PM  1000    551562  240.00  120.00    0.00    0.00  360.00     0  java
06:48:17 PM  1000    551562  242.00  120.00    0.00    0.00  362.00     0  java
06:48:18 PM  1000    551562  242.00  119.00    0.00    0.00  361.00     0  java
06:48:19 PM  1000    551562  243.00  118.00    0.00    0.00  361.00     0  java
