procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 390521280      0 295852    0    0     1     1    0    0  0  0 100  0  0
 3  0      0 390470048      0 353224    0    0 57736   736 8874 7126  5  0 94  0  0
 7  0      0 390352768      0 362460    0    0  9596     0 11817 6235  4  1 95  0  0
 3  0      0 390335328      0 367908    0    0  4360     0 9767 5098  3  1 96  0  0
 4  0      0 390264128      0 374112    0    0  6260    12 6001 5002  5  0 94  0  0
 2  0      0 390234048      0 388348    0    0 15672   148 4448 6466  3  0 97  0  0
 0  0      0 390191520      0 397432    0    0  9560    28 3829 4007  3  0 97  0  0
 1  0      0 390185472      0 398064    0    0   528   416  691  865  0  0 100  0  0
28  0      0 390109344      0 400076    0    0  1980    12 7692 26470  5  1 94  0  0
46  0      0 390105152      0 400088    0    0     4     0 9982 29336  6  1 93  0  0
39  0      0 390095808      0 400164    0    0     0     8 11820 27671  7  1 92  0  0
48  0      0 390094816      0 400372    0    0    24    44 11503 30059  7  1 92  0  0
43  0      0 390093312      0 400404    0    0     0     4 11384 31932  6  1 93  0  0
50  0      0 390083488      0 400480    0    0    56     0 11558 32774  6  1 93  0  0
65  0      0 390081472      0 400552    0    0    76    28 13049 96932  6  1 93  0  0
42  0      0 390081472      0 400560    0    0     0     0 12493 37169  6  1 93  0  0
45  0      0 390081216      0 400572    0    0     0     4 12670 37005  6  1 93  0  0
28  0      0 390080256      0 400576    0    0     0    40 12823 41024  6  1 93  0  0
45  0      0 390082304      0 400588    0    0    32     4 13371 40669  6  1 93  0  0
50  0      0 390082048      0 400592    0    0     0    16 14146 44442  6  1 93  0  0
61  0      0 390081056      0 400672    0    0     0     0 13794 43348  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
47  0      0 390080544      0 400676    0    0     0     0 14007 45509  6  1 93  0  0
57  0      0 390079808      0 400688    0    0     0     4 14376 47476  6  1 93  0  0
28  0      0 390078336      0 400692    0    0     0    40 14030 46907  6  1 93  0  0
51  0      0 390077824      0 400704    0    0     0     4 14331 48834  6  1 93  0  0
40  0      0 390077056      0 400712    0    0     0     0 14675 73458  6  2 93  0  0
12  0      0 390076384      0 400720    0    0     0    16 14894 51880  5  2 93  0  0
42  0      0 390076384      0 400728    0    0     0     0 15217 54379  5  2 93  0  0
74  0      0 390076160      0 400736    0    0    20    52 15844 55623  5  2 93  0  0
38  0      0 390076928      0 400748    0    0     0    44 16496 58049  5  2 93  0  0
48  0      0 390077856      0 400824    0    0     0     4 16292 58666  5  2 93  0  0
60  0      0 390076640      0 400836    0    0     0   288 16025 118085  5  2 93  0  0
48  0      0 390072864      0 400844    0    0     0    20 17111 128279  5  2 93  0  0
48  0      0 390062784      0 400852    0    0     0     0 16805 62588  5  2 93  0  0
45  0      0 390061536      0 400860    0    0     0     4 17208 64748  5  2 93  0  0
33  0      0 390056992      0 400868    0    0     0   264 17420 65379  5  2 93  0  0
47  0      0 390052704      0 400876    0    0     0   352 18097 69000  5  2 92  0  0
56  0      0 390053216      0 400884    0    0     0     0 17860 68520  5  2 93  0  0
47  0      0 390049824      0 400788    0    0    24   320 18898 71828  5  2 92  0  0
44  0      0 390045056      0 400796    0    0     0     0 18853 72280  5  2 92  0  0
54  0      0 390056480      0 403284    0    0     4     4 20361 159382  5  3 92  0  0
52  0      0 390055264      0 403296    0    0     0    44 20296 153383  5  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
33  0      0 390053792      0 403300    0    0     0     4 19119 206958  5  2 93  0  0
54  0      0 390050272      0 403316    0    0     0    16 19251 349812  5  3 93  0  0
64  0      0 390050304      0 403320    0    0     0     0 21998 200879  5  3 92  0  0
52  0      0 390050304      0 403332    0    0     0     0 21113 280129  5  3 92  0  0
51  0      0 390038304      0 403336    0    0     0     4 21632 106365  5  3 92  0  0
61  0      0 390038080      0 403348    0    0     0    40 21328 268444  5  3 92  0  0
55  0      0 390037472      0 403360    0    0     0     8 22025 157954  5  3 92  0  0
29  0      0 390036704      0 403368    0    0     0     0 21808 127543  5  2 92  0  0
44  0      0 390036224      0 403376    0    0     0    16 21288 113479  5  3 92  0  0
49  0      0 390038272      0 403384    0    0     0     0 22705 105885  5  3 92  0  0
39  0      0 390037600      0 403392    0    0     0     8 20721 152538  5  3 92  0  0
52  0      0 390037344      0 403400    0    0     0    40 22643 258120  5  3 92  0  0
49  0      0 390032384      0 403408    0    0     0     4 21745 251337  5  3 92  0  0
59  0      0 390029856      0 403420    0    0     0     0 23481 137510  5  3 92  0  0
54  0      0 390029376      0 403496    0    0     0    16 22678 211497  5  3 92  0  0
88  0      0 390028352      0 403504    0    0     0     0 22392 248502  5  3 92  0  0
53  0      0 390025856      0 403512    0    0     0    20 21920 258426  5  3 92  0  0
62  0      0 390024032      0 403520    0    0     0    44 20202 217754  5  2 93  0  0
52  0      0 390024320      0 403600    0    0     0     4 22443 103938  5  3 92  0  0
64  0      0 390023584      0 403608    0    0     0     0 22651 108826  5  3 92  0  0
64  0      0 390023360      0 403620    0    0    20    16 22318 121783  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28  0      0 390023616      0 403628    0    0     0     0 22174 144478  5  3 92  0  0
50  0      0 390022400      0 403640    0    0     0     4 22205 307799  5  3 92  0  0
70  0      0 390021536      0 403644    0    0     0   300 22900 254802  5  3 92  0  0
68  0      0 390020480      0 403656    0    0     0    96 22413 120338  5  3 92  0  0
64  0      0 390019776      0 403660    0    0     0    16 23352 213145  5  3 92  0  0
69  0      0 390018816      0 403672    0    0     0     0 22690 208469  5  3 92  0  0
18  0      0 390017792      0 403676    0    0     0    12 21540 170462  5  3 92  0  0
47  0      0 390019264      0 403756    0    0     0     4 22427 197879  5  3 92  0  0
62  0      0 390018400      0 403764    0    0     0   788 22862 409986  5  3 92  0  0
21  0      0 390018272      0 403764    0    0     0     4 23014 181313  5  3 92  0  0
41  0      0 390017856      0 403764    0    0    16     0 23410 289034  5  3 92  0  0
62  0      0 390016352      0 403764    0    0     0    16 21886 396439  5  3 92  0  0
51  0      0 390015872      0 403764    0    0     0     0 23049 384630  5  3 92  0  0
60  0      0 390015296      0 403764    0    0     0     4 23015 476412  5  3 92  0  0
64  0      0 390014496      0 403812    0    0     0    40 23885 521145  4  3 92  0  0
51  0      0 390013760      0 403820    0    0     0     4 23016 218181  5  3 92  0  0
42  0      0 390013760      0 403828    0    0     0     0 24423 144294  5  3 92  0  0
44  0      0 390013184      0 403908    0    0     0    16 22620 598258  4  3 92  0  0
37  0      0 390011520      0 403912    0    0     0     0 22306 263295  5  3 92  0  0
49  0      0 390010560      0 403924    0    0     0     4 21347 611452  4  3 92  0  0
47  0      0 390009568      0 403932    0    0     0    40 22831 228232  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
57  0      0 390008800      0 403940    0    0     0     4 20067 908731  4  3 93  0  0
36  0      0 390009056      0 403948    0    0     0    20 23367 339644  5  3 92  0  0
69  0      0 390008096      0 403960    0    0     0     0 22464 208730  5  3 92  0  0
49  0      0 390008160      0 403940    0    0     0     0 23204 318276  5  3 92  0  0
39  0      0 390007200      0 403944    0    0     0     4 23121 178018  5  3 92  0  0
16  0      0 390006464      0 403956    0    0     0    60 22711 429954  5  3 92  0  0
30  0      0 390005376      0 403960    0    0     0     8 21599 529198  4  3 92  0  0
25  0      0 390005120      0 403972    0    0     0     0 22788 748387  4  3 92  0  0
43  0      0 390004736      0 403976    0    0     0    16 23830 305305  5  3 92  0  0
41  0      0 390003488      0 403988    0    0     0     0 23141 778757  4  4 92  0  0
46  0      0 390002496      0 403992    0    0     0     4 21928 569436  4  3 92  0  0
27  0      0 390002208      0 404004    0    0     0   128 23887 147063  5  3 92  0  0
35  0      0 390001312      0 404012    0    0     0    28 23543 299662  5  3 92  0  0
48  0      0 390000384      0 404020    0    0     0     0 20585 488671  4  3 92  0  0
44  0      0 389999136      0 404100    0    0     0    16 23740 307228  5  3 92  0  0
41  0      0 389998464      0 404100    0    0     0    12 25659 163321  5  4 92  0  0
82  0      0 390000992      0 404604    0    0     0     8 25624 225377  5  4 92  0  0
76  0      0 389999776      0 404604    0    0     0    40 24437 522847  4  4 92  0  0
39  0      0 389998784      0 404604    0    0     0     4 23739 713118  4  4 92  0  0
59  0      0 389999264      0 404604    0    0     0     0 25129 276658  5  3 92  0  0
43  0      0 389998432      0 404604    0    0     0    20 24692 419772  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
75  0      0 389998240      0 404604    0    0     0     0 24050 488511  5  3 92  0  0
38  0      0 389998240      0 404604    0    0     0     4 24814 580681  4  4 92  0  0
50  0      0 389997568      0 404604    0    0     0    44 24725 840559  4  4 92  0  0
43  0      0 389997024      0 404688    0    0     0     4 23618 274716  5  3 92  0  0
44  0      0 389995840      0 404700    0    0     0    16 22353 401877  4  3 92  0  0
74  0      0 389994880      0 404780    0    0     0   676 24880 432787  4  4 92  0  0
69  0      0 389993536      0 404788    0    0     0     0 24829 463219  4  3 92  0  0
35  0      0 389992608      0 404800    0    0     0     4 20696 411138  5  3 92  0  0
40  0      0 389991104      0 404804    0    0     0    40 23989 1057450  4  4 92  0  0
50  0      0 389990368      0 404816    0    0     0     4 21690 268340  5  3 92  0  0
42  0      0 389990400      0 404820    0    0     0     0 23894 335501  5  4 92  0  0
16  0      0 389989504      0 404832    0    0     0    16 23724 988157  4  4 92  0  0
76  0      0 389988288      0 404836    0    0     0     0 23802 289945  5  4 92  0  0
60  0      0 389987552      0 404848    0    0     0     4 25702 205936  5  4 92  0  0
34  0      0 389988480      0 404856    0    0     0    44 22943 629460  4  4 92  0  0
45  0      0 389988480      0 404932    0    0     0    20 22511 741521  4  4 92  0  0
79  0      0 389988000      0 404940    0    0     0     0 26587 398020  4  4 92  0  0
67  0      0 389987008      0 404948    0    0     0    16 24798 728082  4  4 92  0  0
 4  0      0 389985536      0 404956    0    0     0     0 26177 344189  4  4 92  0  0
62  0      0 389985504      0 404964    0    0     0     4 25476 343912  4  4 92  0  0
66  0      0 389984256      0 404972    0    0     0    60 23612 695919  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
40  0      0 389983712      0 404980    0    0     0    20 24025 428892  4  4 92  0  0
