procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390398560      0 329432    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390346432      0 374268    0    0 45132     0 3762 3853  0  0 99  0  0
 1  0      0 390330848      0 374332    0    0    52   952 6554 4205  0  1 99  0  0
 2  0      0 390308480      0 376092    0    0  1916     0 6681 4850  1  0 98  0  0
 3  0      0 390316608      0 392608    0    0 18552    12 5035 7176  3  0 97  0  0
 4  0      0 390252640      0 402336    0    0 10092    36 4043 4409  3  0 97  0  0
 0  0      0 390229280      0 403536    0    0  1060     4 1111 1411  1  0 99  0  0
 9  0      0 390099040      0 406424    0    0  2344   664 10124 22873  3  0 96  0  0
23  0      0 389968768      0 407328    0    0   796     4 9373 18514  6  1 93  0  0
22  0      0 389900160      0 407336    0    0     0    44 8392 22912  6  1 93  0  0
22  0      0 389797600      0 407600    0    0     8    28 9496 28173  7  1 92  0  0
26  0      0 389794400      0 407664    0    0    24   116 9499 34184  7  1 92  0  0
28  0      0 389780032      0 407724    0    0    56     4 11312 47341  6  1 92  0  0
26  0      0 389751072      0 407784    0    0    52     4 14363 60145  6  2 92  0  0
27  0      0 389704736      0 407788    0    0     0     8 16076 64917  6  2 92  0  0
24  0      0 389698368      0 410536    0    0    24     0 15527 68039  6  2 92  0  0
30  0      0 389683232      0 410544    0    0     0     4 14444 67297  5  2 93  0  0
32  0      0 389667904      0 410548    0    0     0    40 14775 68497  6  2 93  0  0
30  0      0 389667136      0 410560    0    0     0     4 15189 67827  6  2 93  0  0
25  0      0 389667136      0 410564    0    0     0     8 14984 71143  5  2 93  0  0
14  0      0 389666464      0 410572    0    0     4   536 15942 71258  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 389664992      0 410576    0    0     0     0 15334 72684  5  2 93  0  0
15  0      0 389664256      0 410584    0    0     0     4 15112 70539  6  2 93  0  0
23  0      0 389662016      0 410588    0    0     0    40 15980 75273  5  2 93  0  0
28  0      0 389660256      0 410596    0    0     0     4 16004 76569  5  2 93  0  0
28  0      0 389658528      0 410672    0    0     0     0 16476 76986  5  2 93  0  0
30  0      0 389658272      0 410680    0    0     0     4 16562 77920  5  2 93  0  0
25  0      0 389659584      0 410688    0    0    32     0 16015 77159  5  2 93  0  0
21  0      0 389659648      0 410692    0    0    16    52 17302 82177  5  2 93  0  0
13  0      0 389658432      0 410700    0    0     0    44 17383 82188  5  2 93  0  0
25  0      0 389658688      0 410704    0    0     0     4 17476 85011  5  2 93  0  0
21  0      0 389656480      0 410712    0    0     0    72 17278 86203  5  2 92  0  0
26  0      0 389655808      0 410720    0    0     0     8 18853 93183  5  3 92  0  0
28  0      0 389655328      0 410724    0    0     0     0 19041 93420  5  3 92  0  0
31  0      0 389653408      0 410736    0    0     0     4 19633 95041  5  3 92  0  0
26  0      0 389652416      0 410812    0    0     0    40 19732 92902  5  3 92  0  0
28  0      0 389651744      0 410820    0    0     0     4 25343 109753  5  3 92  0  0
22  0      0 389654592      0 410824    0    0     0     8 26613 110950  5  4 92  0  0
19  0      0 389651520      0 410832    0    0    32   304 25959 111787  5  4 92  0  0
22  0      0 389651808      0 410836    0    0     0   308 27882 119376  5  4 92  0  0
22  0      0 389637504      0 410844    0    0     0   440 26171 119004  5  4 92  0  0
11  0      0 389637056      0 410852    0    0     0    44 27538 128348  4  4 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0      0 389636928      0 410856    0    0     0     4 28821 132680  4  4 91  0  0
13  0      0 389639744      0 410872    0    0     0     0 29243 133714  4  4 91  0  0
25  0      0 389638368      0 410876    0    0     0     8 30954 144847  4  5 91  0  0
35  0      0 389637440      0 410884    0    0     0     0 36479 162520  4  5 91  0  0
31  0      0 389638944      0 410688    0    0     0     4 35999 163564  4  5 91  0  0
25  0      0 389639840      0 410696    0    0     0    40 36599 166312  4  6 91  0  0
33  0      0 389640480      0 410776    0    0     0     8 34655 160372  4  5 91  0  0
22  0      0 389639872      0 410780    0    0    16     0 35601 160922  4  5 91  0  0
26  0      0 389640544      0 410788    0    0     0     4 36610 161571  4  5 91  0  0
41  0      0 389640800      0 410764    0    0     0    72 35605 156314  4  5 91  0  0
24  0      0 389639456      0 410772    0    0     0     8 36085 161451  4  5 91  0  0
23  0      0 389638080      0 410776    0    0     0    40 37321 164287  4  5 91  0  0
30  0      0 389637664      0 410784    0    0     0     8 35227 157919  4  5 91  0  0
25  0      0 389637216      0 410860    0    0     0     0 40481 171103  4  6 90  0  0
26  0      0 389636096      0 410864    0    0     0     8 42723 176565  4  6 90  0  0
32  0      0 389638272      0 410872    0    0     0     0 48368 183118  3  7 90  0  0
32  0      0 389640416      0 410876    0    0     0    20 46319 181911  3  7 90  0  0
32  0      0 389640448      0 410888    0    0     0    44 36610 188435  3  6 90  0  0
41  0      0 389640096      0 410852    0    0     0    80 36922 188310  3  6 90  0  0
41  0      0 389638048      0 410860    0    0     0     8 36598 187832  3  6 90  0  0
20  0      0 389637536      0 410864    0    0     0     0 36618 187632  3  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
33  0      0 389635648      0 410872    0    0     0     0 37152 188753  3  6 90  0  0
24  0      0 389635008      0 410880    0    0     0     4 35967 187772  3  6 90  0  0
41  0      0 389637184      0 410956    0    0     0    40 36628 188600  3  6 90  0  0
34  0      0 389636512      0 410868    0    0     0     4 37191 188271  3  6 90  0  0
33  0      0 389636480      0 410876    0    0     0     0 36682 189146  3  6 90  0  0
18  0      0 389635424      0 410884    0    0     0     8 36597 188864  3  6 90  0  0
34  0      0 389635744      0 410888    0    0     0    12 37071 188245  3  6 90  0  0
38  0      0 389635328      0 410900    0    0    20   176 36740 189098  3  6 90  0  0
35  0      0 389637952      0 410908    0    0     0   128 36956 188623  3  6 90  0  0
33  0      0 389637696      0 410912    0    0     0     4 37101 189535  3  6 90  0  0
45  0      0 389639680      0 410920    0    0     0     0 35818 185000  3  6 90  0  0
33  0      0 389638816      0 410924    0    0     0     4 37493 187842  3  6 90  0  0
40  0      0 389635264      0 412812    0    0  1740     0 41142 187356  4  7 90  0  0
38  0      0 389634432      0 412816    0    0     0     4 49591 183989  3  7 90  0  0
34  0      0 389634048      0 412824    0    0     0    40 42223 186591  3  7 90  0  0
27  0      0 389633184      0 412828    0    0     0     4 37224 187393  3  6 90  0  0
31  0      0 389629696      0 412836    0    0     0     8 37122 188557  3  6 90  0  0
30  0      0 389628000      0 413064    0    0     0   784 35889 185134  3  6 90  0  0
37  0      0 389628256      0 413068    0    0     0     0 37384 188461  4  6 90  0  0
 4  0      0 389625440      0 413076    0    0     0     4 37619 189718  3  6 90  0  0
48  0      0 389621696      0 413084    0    0     0    40 37567 189977  3  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
38  0      0 389618912      0 413092    0    0     0     4 37435 190076  3  6 90  0  0
40  0      0 389617824      0 413164    0    0     0     8 37672 189912  3  7 90  0  0
33  0      0 389617696      0 413176    0    0     0     0 37520 189599  3  6 90  0  0
22  0      0 389617920      0 413184    0    0     0     0 37185 189743  3  6 90  0  0
35  0      0 389616736      0 413188    0    0     0     4 37272 189708  3  6 90  0  0
22  0      0 389614816      0 413196    0    0     0    60 36702 189785  3  6 90  0  0
29  0      0 389617216      0 413232    0    0     0     8 37116 190157  3  6 90  0  0
44  0      0 389614816      0 413244    0    0     0    72 35647 185766  3  6 90  0  0
19  0      0 389612544      0 413248    0    0     0     8 37047 187839  3  6 90  0  0
38  0      0 389610272      0 413256    0    0     0     0 36771 190027  3  6 90  0  0
44  0      0 389607840      0 413260    0    0     0     4 37320 188980  3  6 90  0  0
17  0      0 389606112      0 413268    0    0     0    40 37302 189730  4  6 90  0  0
22  0      0 389602784      0 413276    0    0     0     4 38276 189396  3  6 90  0  0
24  0      0 389600480      0 413280    0    0     0     0 37496 190558  3  6 90  0  0
40  0      0 389597088      0 413288    0    0     0     4 37065 190303  3  6 90  0  0
35  0      0 389595392      0 413300    0    0     0    12 37933 189033  3  6 90  0  0
45  0      0 389594016      0 413308    0    0     0   108 38438 190480  3  6 90  0  0
36  0      0 389592864      0 413384    0    0     0    68 37099 190402  3  6 90  0  0
38  0      0 389589440      0 413392    0    0     0     4 38117 189531  3  6 90  0  0
44  0      0 389586912      0 413400    0    0     0     8 38145 190359  3  6 90  0  0
38  0      0 389583168      0 413404    0    0     0     0 37834 188899  4  6 90  0  0
